,ISBN,mean
66345,0373260865,1.25
64859,0373226101,1.25
200663,0802130860,1.25
111418,0449216152,1.25
145620,0590442376,1.25
94529,0425142825,1.25
30266,0156189216,1.25
325016,849597181X,1.25
109734,0448415925,1.25
164768,0679442529,1.25
64580,0373223226,1.25
325037,8495980479,1.25
130364,0552995320,1.25
158004,067165053X,1.25
64865,0373226160,1.25
52586,0345255852,1.25
210396,081296618X,1.25
213712,0821738984,1.25
210385,0812966007,1.25
113759,0451137957,1.25
133606,0553232959,1.25
82453,0385426151,1.25
115677,0451198719,1.25
60493,0373079303,1.25
25881,0140430377,1.25
146489,0590471430,1.25
323161,8481302813,1.25
108073,0446605662,1.25
29932,0156004070,1.25
10677,0060977582,1.25
66312,0373260474,1.25
11845,0061057843,1.25
133607,0553232967,1.25
151930,0670857831,1.25
98985,0440017025,1.25
248287,1400050669,1.25
110955,044920538X,1.25
229643,0880387173,1.25
10732,0060987510,1.25
72253,0374265011,1.25
86153,0394543394,1.25
160725,0671759337,1.25
17310,0099422581,1.25
166446,0679764410,1.25
61766,0373110286,1.25
64715,0373224613,1.25
158213,0671659219,1.25
68439,0373512120,1.25
75228,0380007002,1.25
300922,3499125277,1.25
69107,0373650353,1.25
89450,0395655730,1.25
153327,0671021192,1.25
72850,0375402543,1.25
11269,0061020451,1.25
313526,8401499682,1.25
161728,0671831267,1.25
136542,0553298534,1.25
163678,0676975976,1.25
58833,0373030592,1.25
141180,0571216536,1.25
301517,3499223600,1.25
231951,0886776724,1.25
40484,0312147384,1.25
70831,0373790112,1.25
270112,1842230441,1.25
110303,0449132307,1.25
59372,0373037066,1.25
58854,0373030800,1.25
113970,0451147499,1.25
131468,0553110144,1.25
58866,0373030924,1.25
164313,0679420053,1.25
134811,055326253X,1.25
192086,0767900340,1.25
130840,0553057626,1.25
111157,0449210014,1.25
67578,0373292112,1.25
241312,0934395489,1.25
11156,0061012572,1.25
64877,0373226284,1.25
87067,0394722264,1.25
10885,0061002852,1.25
322126,8476602197,1.25
265193,1579542913,1.25
150874,0670030066,1.25
58832,0373030584,1.25
130937,0553072633,1.25
206317,0809448378,1.25
10933,0061004413,1.25
161014,0671785702,1.25
58619,0373028350,1.25
131370,0553106678,1.25
133134,0553213555,1.25
229511,0880297506,1.25
64247,0373217145,1.25
110551,0449145956,1.25
178463,0732266726,1.25
97180,0439070333,1.25
107755,0446533025,1.25
110590,0449146979,1.25
119327,0452279291,1.25
63761,0373191758,1.25
146826,0590486101,1.25
228925,0879517751,1.25
40384,0312143109,1.25
86096,0394535979,1.25
166013,0679742263,1.25
145447,0590437232,1.25
131024,0553088513,1.25
131049,0553090828,1.25
11003,0061007692,1.25
169301,0684845776,1.25
146862,0590488171,1.25
97508,0439139414,1.25
63947,0373195079,1.25
161828,0671836056,1.25
116781,0451406079,1.25
61878,0373111819,1.25
240722,0931580242,1.25
113378,0451114485,1.25
145420,0590436511,1.25
77680,0380770482,1.25
82504,0385469608,1.25
29659,0152998063,1.25
225631,0872168301,1.25
71474,037383523X,1.25
82500,0385469071,1.25
245731,096558383X,1.25
12016,0061062995,1.25
51192,0340491817,1.25
181402,0743235010,1.25
73968,0375706399,1.25
288810,2869304560,1.25
72949,0375405828,1.25
107425,044652218X,1.25
256208,1562477587,1.25
186157,0749701013,1.25
270990,1852425849,1.25
226835,087542287X,1.25
122805,0505524546,1.25
221113,0849903122,1.25
27873,0141309733,1.25
114403,0451162609,1.25
70441,0373762089,1.25
37133,0307109100,1.25
263856,1575910519,1.25
113362,0451112008,1.25
166435,067976402x,1.25
65397,0373244002,1.25
294261,3426618753,1.25
122816,050552466X,1.25
97933,0439227143,1.25
36954,0307100561,1.25
145320,0590434349,1.25
45012,0312958617,1.25
36840,0307070034,1.25
45071,0312960395,1.25
39949,0312104170,1.25
213528,0821734644,1.25
187152,0751522759,1.25
22711,014018371X,1.25
52741,0345274687,1.25
81059,0385260946,1.25
23320,0140239707,1.25
45115,0312961596,1.25
277731,1885840004,1.25
45143,0312962436,1.25
116453,0451400593,1.25
36598,0307004562,1.25
320690,8466400508,1.25
85570,0394413083,1.25
63286,0373166753,1.25
233401,0890818576,1.25
118092,0451525086,1.25
13336,006254506X,1.25
226886,0875427332,1.25
36542,0307001008,1.25
136237,055329198X,1.25
67962,0373441592,1.25
81667,0385316259,1.25
116080,0451206487,1.25
30528,0156901773,1.25
57548,034910056X,1.25
258289,1565840437,1.25
71762,0373872666,1.25
66329,0373260679,1.25
303760,3548362044,1.25
233448,089083864X,1.25
36301,0304354597,1.25
66149,0373258593,1.25
145872,0590449699,1.25
224024,086611999X,1.25
95075,0425163423,1.25
134005,0553243705,1.25
318138,843391278X,1.25
116706,0451404912,1.25
61181,0373099797,1.25
261467,1570641161,1.25
161214,067179437X,1.25
93164,0425060004,1.25
196459,0786701676,1.25
261435,1570629706,1.25
54089,0345329082,1.25
296419,3442453461,1.25
162165,0671873172,1.25
69230,0373691394,1.25
56639,0345432282,1.25
8433,0060572493,1.25
287422,2704805946,1.25
214699,0821760661,1.25
205565,0807534137,1.25
145168,0590428837,1.25
78209,038078811X,1.25
27311,0140869352,1.25
59724,0373056788,1.25
215568,0821799991,1.25
122909,0505525712,1.25
45327,0312966717,1.25
35410,0263828727,1.25
13692,0064402029,1.25
58725,0373029446,1.25
45359,0312967659,1.25
86416,0394569296,1.25
303855,3548602746,1.25
70188,0373711808,1.25
115424,0451192222,1.25
84103,0393040232,1.25
229119,087980436X,1.25
215516,0821775529,1.25
180732,0743200187,1.25
290630,3257229372,1.25
292467,3406510752,1.25
263726,1575668033,1.25
135308,0553272780,1.25
78201,0380787903,1.25
228558,0878579109,1.25
73053,0375409807,1.25
139394,0553580485,1.25
213567,0821735705,1.25
157880,0671645285,1.25
154099,0671042742,1.25
58811,0373030355,1.25
70033,0373710259,1.25
228553,0878578862,1.25
106900,0446401072,1.25
128634,0525947051,1.25
41494,0312253044,1.25
263698,1575667517,1.25
66109,0373258089,1.25
58425,037302553X,1.25
64694,0373224419,1.25
81237,0385290314,1.25
239653,0919345921,1.25
123210,0515076252,1.25
93681,0425092038,1.25
20230,014004311X,1.25
88865,0395339707,1.25
52055,0340768010,1.25
260989,1569875189,1.25
71692,0373871910,1.25
226907,0875428916,1.25
14148,0064440133,1.25
211150,0816139334,1.25
135744,0553280422,1.25
211148,0816139113,1.25
193238,0771034717,1.25
14173,0064440486,1.25
59790,0373057997,1.25
260953,1569873291,1.25
136197,055329105X,1.25
60101,037307347X,1.25
146962,0590509659,1.25
266179,1582432139,1.25
124002,0515120022,1.25
49734,0330370529,1.25
117975,0451523512,1.25
219001,0842359222,1.25
317263,8429738509,1.25
290716,3257233086,1.25
258238,1565650697,1.25
260842,1569751811,1.25
250162,1551664933,1.25
68262,0373484526,1.25
73079,0375411062,1.25
45498,0312971303,1.25
64702,0373224486,1.25
138634,0553568043,1.25
53726,0345315618,1.25
86432,0394570480,1.25
317062,842793431,1.25
327126,8804448997,1.25
106638,0446364967,1.25
136041,0553287664,1.25
84759,0393316009,1.25
61629,037310846X,1.25
162709,0671894307,1.25
58992,037303234X,1.25
266126,1582430659,1.25
29026,0151400032,1.25
226168,0874067952,1.25
117942,0451523032,1.25
136499,0553297619,1.25
71915,0373970706,1.25
114700,0451171624,1.25
162113,0671871579,1.25
14517,0064635643,1.25
282723,2070403076,1.25
98351,0439344077,1.25
21119,0140093451,1.25
215245,082177171X,1.25
181823,0743406230,1.25
54638,0345349113,1.25
304404,3596105447,1.25
282988,2070424421,1.25
8123,0060532203,1.25
256724,1563261049,1.25
68036,0373471521,1.25
97680,0439176913,1.25
25435,0140369104,1.25
218024,0836279891,1.25
214761,0821762095,1.25
65424,0373244282,1.25
297863,3453082311,1.25
71285,037383246X,1.25
69251,0373691602,1.25
79023,0380811995,1.25
327314,8804479248,1.25
24056,0140276203,1.25
253515,1558502874,1.25
211804,081672962X,1.25
316149,8423334805,1.25
115597,0451197372,1.25
214411,0821755412,1.25
55827,0345395336,1.25
271578,1853267392,1.25
137437,0553443976,1.25
27689,0141186690,1.25
209875,0812583418,1.25
228278,0877957681,1.25
62608,0373121709,1.25
135548,0553276921,1.25
116440,0451400372,1.25
64931,0373226829,1.25
188491,0753811138,1.25
161960,0671865099,1.25
271588,1853267805,1.25
124888,0517064995,1.25
26988,0140620281,1.25
21121,0140093516,1.25
81723,0385318413,1.25
116473,0451400933,1.25
138368,0553562762,1.25
218570,0842305076,1.25
193620,0771087551,1.25
249890,1551561999,1.25
76238,0380710439,1.25
106230,0446347051,1.25
139927,0553812459,1.25
298421,3453160789,1.25
55399,0345379020,1.25
25093,0140343385,1.25
298527,3453171063,1.25
61384,0373105711,1.25
116865,0451407296,1.25
97210,0439080967,1.25
249639,1550742884,1.25
76227,0380710196,1.25
57089,0345447212,1.25
74451,0375757422,1.25
327498,8804501359,1.25
69870,0373708602,1.25
49393,0330344161,1.25
76810,0380727129,1.25
173804,0691020612,1.25
117256,0451451732,1.25
28956,0151141800,1.25
84015,0393035050,1.25
315066,8421725238,1.25
137510,0553445472,1.25
71428,0373834632,1.25
64953,0373227035,1.25
243270,0945575998,1.25
263565,1575664461,1.25
192863,0770427103,1.25
172656,0689804091,1.25
252766,1557731160,1.25
166964,0679823859,1.25
90555,0399134999,1.25
135067,0553267787,1.25
168770,0684826755,1.25
90560,0399135138,1.25
138932,0553573489,1.25
211461,0816704678,1.25
191335,0764564269,1.25
79669,0380976544,1.25
116508,0451401662,1.25
144762,059041562X,1.25
88078,039486056X,1.25
139015,0553574760,1.25
228160,0877889198,1.25
47745,0316845434,1.25
65975,0373256515,1.25
243241,0945575009,1.25
82689,0385477163,1.25
70699,0373764863,1.25
62255,0373117485,1.25
43879,0312869096,1.25
132795,0553207202,1.25
256905,1563831236,1.25
66631,0373264216,1.25
66859,0373271948,1.25
112506,0449704335,1.25
285557,2264024674,1.25
106004,0446323403,1.25
6259,0060170565,1.25
124582,0515136352,1.25
144711,0590414151,1.25
6200,0060168382,1.25
106012,0446323829,1.25
105965,0446315184,1.25
144667,0590412515,1.25
331024,8877465328,1.25
197930,0786889500,1.25
205450,0807119350,1.25
51063,0340372516,1.25
112467,0449703045,1.25
46005,0312986289,1.25
187353,0752203533,1.25
331341,8879370782,1.25
7884,0060512377,1.25
62161,0373116179,1.25
95358,0425171205,1.25
123662,051510535X,1.25
67429,0373290616,1.25
219951,0843942509,1.25
7855,0060509554,1.25
66921,037327260X,1.25
123070,0515057266,1.25
285053,2253141208,1.25
112405,0449700070,1.25
5608,0060089555,1.25
58922,0373031521,1.25
79062,0380813424,1.25
66933,0373272723,1.25
266853,1585421936,1.25
60185,0373075081,1.25
209096,0812545265,1.25
135086,0553268228,1.25
66947,0373272863,1.25
300315,3492217885,1.25
172276,0689304587,1.25
215018,0821767216,1.25
219258,0843115661,1.25
239324,0916856046,1.25
62015,0373114273,1.25
67451,0373290837,1.25
170993,0688095259,1.25
112833,0449910709,1.25
209029,0812542894,1.25
49013,0330309889,1.25
215041,0821767569,1.25
60539,0373079923,1.25
70708,0373764952,1.25
67458,0373290896,1.25
69220,0373691297,1.25
96601,043400538X,1.25
76995,0380731339,1.25
112242,0449243230,1.25
159999,0671731823,1.25
105748,0446300888,1.25
238581,0914101021,1.25
90592,0399135847,1.25
4526,0028982428,1.25
211570,0816713170,1.25
100291,0440205085,1.25
70723,037376510X,1.25
70725,0373765126,1.25
74482,037575797X,1.25
105624,0445403349,1.25
55370,0345377834,1.25
4316,0028624114,1.25
168561,0684815680,1.25
62591,0373121482,1.25
335067,9500704145,1.25
132026,0553146254,1.25
327983,8806157957,1.25
112065,0449236889,1.25
335646,9512307707,1.25
197177,0786842423,1.25
45847,0312981643,1.25
139427,0553580884,1.2461538461538462
106662,0446365505,1.2456140350877194
215171,0821770209,1.2452830188679245
53989,034532532X,1.2444444444444445
12558,0061093890,1.24
136194,0553291009,1.2380952380952381
45200,0312963815,1.2380952380952381
250364,1551667118,1.2380952380952381
293825,3426015463,1.2352941176470589
45688,0312977433,1.2352941176470589
160240,0671738623,1.2352941176470589
101234,0440224748,1.2352941176470589
107909,0446602825,1.2352941176470589
153354,067102177X,1.2352941176470589
139103,055357602X,1.2333333333333334
135854,0553282816,1.2325581395348837
130723,0553052462,1.2307692307692308
68282,037348478X,1.2307692307692308
138702,0553569414,1.2307692307692308
195906,0786011890,1.2307692307692308
95677,0425178862,1.2307692307692308
197931,0786889527,1.2307692307692308
22645,0140180923,1.2307692307692308
94463,0425139522,1.2307692307692308
106413,0446358754,1.2307692307692308
97329,0439104661,1.2307692307692308
250106,1551664348,1.2307692307692308
131028,0553089196,1.2307692307692308
33890,0226743497,1.2307692307692308
71485,0373835353,1.2307692307692308
23484,0140249001,1.2307692307692308
110297,0449131793,1.2307692307692308
93773,0425097250,1.2307692307692308
149985,0618055819,1.2307692307692308
123021,0515047880,1.2307692307692308
67428,0373290608,1.2307692307692308
101304,0440226031,1.2307692307692308
168499,0684814196,1.2307692307692308
81376,0385299109,1.2272727272727273
290258,3257063938,1.2272727272727273
134660,0553258990,1.2272727272727273
250215,1551665468,1.2222222222222223
155874,0671507915,1.2222222222222223
152666,0671002279,1.2222222222222223
156048,0671522655,1.2222222222222223
64924,0373226756,1.2222222222222223
110728,0449149560,1.2222222222222223
89322,0395578213,1.2222222222222223
69841,0373708300,1.2222222222222223
9569,006092635X,1.2222222222222223
124404,0515131334,1.2222222222222223
101266,0440225329,1.2222222222222223
115006,0451180631,1.2222222222222223
262722,1573226823,1.2222222222222223
78655,0380799383,1.2222222222222223
157368,0671619314,1.2222222222222223
131059,0553091999,1.2222222222222223
153605,0671027115,1.2222222222222223
145867,0590449648,1.2222222222222223
62104,0373115539,1.2222222222222223
70951,0373791291,1.2222222222222223
118001,0451523873,1.2222222222222223
186090,0749399236,1.2222222222222223
155735,0671500546,1.2222222222222223
111747,0449223450,1.2222222222222223
75438,0380379783,1.2222222222222223
20376,014005183X,1.2222222222222223
117366,0451454162,1.2222222222222223
47873,0316890197,1.2222222222222223
69947,0373709390,1.2222222222222223
150907,0670030651,1.2222222222222223
143955,0590332473,1.2222222222222223
102637,0440482534,1.2222222222222223
108355,044661078X,1.2173913043478262
56362,0345422511,1.2173913043478262
170114,0684873893,1.2142857142857142
156014,0671520350,1.2142857142857142
116502,0451401492,1.2142857142857142
76745,0380725347,1.2142857142857142
106456,0446360074,1.2142857142857142
110028,0449004856,1.2142857142857142
220410,0843950315,1.2142857142857142
220328,0843949074,1.2142857142857142
44959,0312957041,1.2142857142857142
56697,0345434226,1.2142857142857142
156532,0671541749,1.2142857142857142
69655,037370643X,1.2142857142857142
77482,0380763389,1.2142857142857142
111003,0449206459,1.2142857142857142
75639,0380521830,1.2142857142857142
250206,1551665379,1.2142857142857142
81639,0385315082,1.2142857142857142
115578,0451197011,1.2105263157894737
136196,0553291025,1.2105263157894737
144713,0590414275,1.2105263157894737
115211,0451186281,1.2105263157894737
101333,0440226414,1.2096774193548387
160369,0671742566,1.2083333333333333
8363,0060562773,1.2083333333333333
132813,0553208225,1.2083333333333333
53622,0345312015,1.2083333333333333
215281,0821772252,1.2058823529411764
95837,0425182843,1.2058823529411764
181925,0743410599,1.2058823529411764
156454,0671536621,1.2
103900,0441007740,1.2
84592,0393309657,1.2
100169,0440201780,1.2
233365,0890815038,1.2
143526,0590262165,1.2
18191,0099865807,1.2
73437,0375501770,1.2
121846,0486288595,1.2
184651,0747268142,1.2
67700,0373301537,1.2
252411,1557041164,1.2
16603,0099255030,1.2
69711,0373707002,1.2
65018,0373227698,1.2
204442,0806509783,1.2
124969,051709293X,1.2
55779,0345392477,1.2
156829,0671562460,1.2
71366,0373833679,1.2
156843,0671567659,1.2
262871,157324127X,1.2
234605,089296572X,1.2
38668,0310221595,1.2
63925,0373194846,1.2
217922,0836250907,1.2
169987,0684868946,1.2
8626,0060631317,1.2
79042,0380812940,1.2
312908,8401323088,1.2
169994,0684869152,1.2
145625,0590442449,1.2
44986,0312957807,1.2
26596,0140480536,1.2
238448,091336794X,1.2
298867,3453213297,1.2
135339,0553273329,1.2
100709,044021453X,1.2
130262,0552770884,1.2
146827,059048611X,1.2
91109,0399146229,1.2
252777,1557731926,1.2
122651,0505522675,1.2
238080,0911954066,1.2
7937,0060516216,1.2
265963,1582341354,1.2
48660,0330269186,1.2
107752,0446532533,1.2
54506,0345343700,1.2
19979,0140026363,1.2
92765,0425033309,1.2
84303,0393057313,1.2
168781,0684827034,1.2
197017,0786815728,1.2
327631,8804515465,1.2
144753,0590415328,1.2
63431,0373168667,1.2
124115,0515123536,1.2
139374,055358023X,1.2
8195,0060539836,1.2
124173,0515124982,1.2
202335,0804108633,1.2
300564,3492237118,1.2
147018,0590523465,1.2
134752,0553261142,1.2
45519,0312971788,1.2
160192,0671737546,1.2
160200,067173766X,1.2
330559,8870682250,1.2
330553,8870680940,1.2
221219,0849912989,1.2
147203,0590601350,1.2
66299,0373260288,1.2
6278,0060171316,1.2
93156,0425059502,1.2
265331,1579730272,1.2
209280,0812551125,1.2
202691,0804119961,1.2
207813,0812055721,1.2
158013,0671652273,1.2
146278,0590462776,1.2
100761,0440215633,1.2
20256,0140044469,1.2
57638,0349108234,1.2
40410,0312144032,1.2
105969,0446320277,1.2
44495,0312923651,1.2
59903,0373059671,1.2
45551,0312972970,1.2
29043,0151489262,1.2
78374,0380791951,1.2
121746,0486280578,1.2
192917,077042841X,1.2
40641,0312156499,1.2
111509,0449218171,1.2
106571,0446363499,1.2
55638,0345387015,1.2
20491,0140058877,1.2
224899,0871131811,1.2
70473,0373762437,1.2
132291,0553156063,1.2
59410,0373037570,1.2
145005,0590424394,1.2
59490,0373052375,1.2
111542,0449218929,1.2
5633,0060092599,1.2
146198,0590460153,1.2
142098,0586046518,1.2
139138,0553576453,1.2
119525,0452283493,1.2
218880,0842343326,1.2
144982,0590423827,1.2
101154,0440223423,1.2
135467,0553275682,1.2
202298,0804107599,1.2
66461,037326223X,1.2
321034,8471753057,1.2
101153,0440223393,1.2
139183,055357728X,1.2
66665,0373264577,1.2
45377,0312968256,1.2
110235,0449129020,1.2
138512,0553565559,1.2
124599,051513712X,1.2
124154,0515124532,1.2
284892,2253059498,1.2
255207,1560768916,1.2
171860,0688168167,1.2
209060,0812544188,1.2
78396,0380792559,1.2
213477,0821733400,1.2
70661,0373764480,1.2
50415,0333653300,1.2
153043,0671014234,1.2
74060,0375709258,1.2
44419,0312916434,1.2
118043,0451524411,1.2
94375,0425135004,1.2
58566,0373027680,1.2
159014,0671691333,1.2
218856,0842342974,1.2
106927,0446403016,1.2
71721,0373872208,1.2
192636,0770104533,1.2
333354,9029070781,1.2
233754,0891096752,1.2
189068,0758203489,1.2
72674,0374524122,1.2
111616,0449220311,1.2
91098,0399146016,1.2
90585,0399135758,1.2
101052,0440221463,1.2
94678,0425148696,1.2
181156,0743222628,1.2
121887,0486292649,1.2
227779,0877423245,1.2
164146,0679411151,1.2
209775,0812576160,1.2
67591,0373292244,1.2
330348,8846201671,1.2
146596,0590477382,1.2
195697,0786002948,1.2
111115,0449209121,1.2
132431,0553158902,1.2
67868,0373440421,1.2
238503,0913592021,1.2
42969,0312420196,1.2
6475,0060177160,1.2
102682,0440495563,1.2
195636,0786001674,1.2
134375,0553252364,1.2
69815,0373708041,1.2
159938,0671730517,1.2
152758,0671003968,1.2
319187,8439707444,1.2
11605,0061052078,1.2
159919,0671729926,1.2
37354,0307120104,1.2
145746,0590446304,1.2
3816,0025473905,1.2
300785,3499103001,1.2
202524,0804114250,1.2
162046,0671869094,1.2
136491,0553297503,1.2
110070,0449006301,1.2
128240,0525935231,1.2
276137,1878901621,1.2
72238,0374253234,1.2
271501,1853264199,1.2
153421,0671023578,1.2
257987,1565120604,1.2
223781,0865476020,1.2
209954,0812590163,1.2
29346,0152017992,1.2
319651,8440670265,1.2
100215,0440203015,1.2
116669,0451404467,1.2
285702,2264037229,1.2
25301,0140364013,1.2
153493,0671024698,1.2
128628,0525946845,1.2
110652,0449148297,1.2
140656,0571150454,1.2
159843,067172763X,1.2
213862,0821742531,1.2
149365,0609609416,1.2
122918,0505525860,1.2
111353,0449214672,1.2
185280,0747561532,1.2
56448,0345425596,1.2
131036,0553089293,1.2
245153,0964716828,1.2
153163,0671017144,1.2
228299,0877959056,1.2
64268,0373217358,1.2
137840,0553484508,1.2
213872,0821742833,1.2
162484,067188218X,1.2
114889,0451177134,1.2
67610,0373292430,1.2
209749,0812575555,1.2
173107,0689831749,1.2
299552,346202812X,1.2
73593,0375505660,1.2
69592,0373705751,1.2
168443,0684812045,1.2
138478,0553565036,1.2
78056,0380782901,1.2
154096,067104270X,1.2
320939,847080135X,1.2
198704,0789401746,1.2
12634,0061096865,1.2
56278,0345419073,1.2
131877,0553138294,1.2
158495,0671670662,1.2
202419,0804111227,1.2
138456,0553564692,1.2
116771,0451405927,1.2
323129,8481302155,1.2
135628,0553278282,1.2
83158,038549615X,1.2
208560,0812522419,1.2
226466,0874776570,1.2
206987,081121379X,1.2
114854,0451176235,1.2
2310,0006551076,1.2
37813,0307177092,1.2
25903,0140430687,1.2
70745,0373765320,1.2
109962,0449002896,1.2
263618,1575666006,1.2
231019,0883659948,1.2
62643,0373122128,1.2
296320,3442450144,1.2
67247,0373288808,1.2
96139,0425189953,1.2
208542,0812521978,1.2
171475,0688143717,1.2
65393,0373243960,1.2
167103,0679854673,1.2
220458,084395096X,1.2
70749,0373765363,1.2
213107,0821723030,1.2
166274,0679754857,1.2
67261,0373288948,1.2
64646,0373223935,1.2
36945,0307100456,1.2
56285,0345419634,1.2
113488,0451122453,1.2
96101,0425188930,1.2
65602,0373246129,1.2
1967,0006510272,1.2
129558,0552120405,1.2
251460,1555834531,1.2
165623,0679729089,1.2
67280,0373289138,1.2
239687,0919591132,1.2
159106,0671694987,1.2
135175,0553270087,1.2
158231,0671660152,1.2
6834,0060193336,1.2
17442,0099436817,1.2
66415,0373261683,1.2
65473,0373244770,1.2
103573,0441001106,1.2
49308,0330337297,1.2
70209,0373712049,1.2
66416,0373261691,1.2
185676,0749313196,1.2
67306,0373289391,1.2
103591,0441001823,1.2
123519,0515097500,1.2
58902,0373031300,1.2
63503,0373169442,1.2
66418,0373261721,1.2
76661,0380723069,1.2
90835,0399141162,1.2
111718,0449222713,1.2
62352,0373118651,1.2
65294,0373242840,1.2
168349,0684808560,1.2
107260,0446517593,1.2
101361,0440226864,1.2
291436,3404122631,1.2
16989,009930371X,1.2
202626,080411868,1.2
90655,0399137521,1.2
103764,0441005535,1.2
79182,0380817632,1.2
189524,0760723788,1.2
165484,0679724494,1.2
100684,0440214009,1.2
249993,1551661519,1.2
47996,0316973742,1.2
38152,0307302822,1.2
263775,1575668998,1.2
88757,0395284252,1.2
64016,0373195885,1.2
62078,0373115148,1.2
620,0002259877,1.2
252277,1556618123,1.2
104936,0441755054,1.2
524,0002253151,1.2
158891,0671685198,1.2
66332,0373260717,1.2
14192,0064441032,1.2
200919,0802139248,1.2
111637,0449220850,1.2
298660,3453186680,1.2
66530,0373263082,1.2
152706,0671003054,1.2
96027,0425186881,1.2
63433,0373168683,1.2
194238,0778320596,1.2
124435,0515132284,1.2
103818,0441006361,1.2
63448,0373168861,1.2
151542,0670825379,1.1944444444444444
123837,0515113328,1.1944444444444444
138532,0553566075,1.1923076923076923
94020,0425111830,1.1904761904761905
28739,0151001510,1.1875
157762,0671640585,1.1875
95127,0425165140,1.1875
138474,0553564994,1.1875
45970,0312984618,1.1875
52651,0345260627,1.1875
100240,0440203856,1.186046511627907
55890,0345400003,1.1851851851851851
135905,0553283936,1.1851851851851851
110702,0449149099,1.1851851851851851
95814,0425182142,1.1842105263157894
78337,0380791021,1.1818181818181819
111789,0449224449,1.1818181818181819
208823,0812533593,1.1818181818181819
146595,0590477374,1.1818181818181819
193071,0771014511,1.1818181818181819
161018,0671785818,1.1818181818181819
94351,0425133559,1.1818181818181819
122685,0505523078,1.1818181818181819
21650,0140119698,1.1818181818181819
271230,1853260215,1.1818181818181819
138500,0553565370,1.1818181818181819
139014,0553574752,1.1818181818181819
202588,0804116571,1.1818181818181819
23168,0140232311,1.1818181818181819
118966,0452269121,1.1818181818181819
156210,0671529412,1.1818181818181819
24544,0140296468,1.1818181818181819
112933,0449912787,1.1818181818181819
79188,0380817837,1.1818181818181819
76211,0380709910,1.1818181818181819
119067,0452271770,1.1818181818181819
136195,0553291017,1.1818181818181819
65462,0373244657,1.1818181818181819
135251,0553271768,1.1818181818181819
107772,0446600261,1.1818181818181819
107786,0446600547,1.1818181818181819
55876,0345397843,1.1818181818181819
145847,0590449044,1.1818181818181819
100870,0440217814,1.1818181818181819
109308,044808905X,1.1818181818181819
231946,0886776651,1.1818181818181819
68261,0373484518,1.1818181818181819
78584,0380797488,1.1818181818181819
130333,0552993697,1.1818181818181819
186673,0750916338,1.1818181818181819
262821,1573229865,1.1785714285714286
250099,1551664275,1.1785714285714286
138291,0553561375,1.1785714285714286
99397,0440124344,1.178082191780822
11465,0061042781,1.1764705882352942
124514,0515134376,1.1764705882352942
5662,0060094397,1.1764705882352942
45393,0312968922,1.1764705882352942
169742,0684859114,1.1764705882352942
99840,0440173507,1.173913043478261
152761,067100400X,1.173913043478261
153277,0671020315,1.1714285714285715
107903,0446602736,1.170731707317073
95150,0425165701,1.170731707317073
79178,0380817446,1.169811320754717
95382,0425171884,1.1692307692307693
100972,0440219914,1.1666666666666667
200867,0802137849,1.1666666666666667
116695,0451404777,1.1666666666666667
20817,0140075992,1.1666666666666667
56546,0345428609,1.1666666666666667
51243,0340521171,1.1666666666666667
297652,3453048660,1.1666666666666667
138364,055356272X,1.1666666666666667
50044,0330482920,1.1666666666666667
250019,1551661780,1.1666666666666667
146537,0590474626,1.1666666666666667
90848,0399141359,1.1666666666666667
119068,0452271800,1.1666666666666667
12159,006107361X,1.1666666666666667
74002,037570728X,1.1666666666666667
278008,1887317104,1.1666666666666667
17303,0099422344,1.1666666666666667
200696,0802132154,1.1666666666666667
208242,0812511654,1.1666666666666667
182251,0743427327,1.1666666666666667
147878,0590880306,1.1666666666666667
53571,034531011X,1.1666666666666667
70080,0373710720,1.1666666666666667
119058,0452271584,1.1666666666666667
110040,0449005569,1.1666666666666667
154426,0671241109,1.1666666666666667
150952,0670031321,1.1666666666666667
301780,3499233746,1.1666666666666667
25364,0140366938,1.1666666666666667
95529,0425175421,1.1666666666666667
288378,2842050983,1.1666666666666667
70643,0373764308,1.1666666666666667
94578,0425144577,1.1666666666666667
66976,0373273150,1.1666666666666667
210358,0812932358,1.1666666666666667
158751,0671679805,1.1666666666666667
106935,0446403229,1.1666666666666667
326814,8804394714,1.1666666666666667
209483,0812562852,1.1666666666666667
12199,0061080586,1.1666666666666667
211884,0816734399,1.1666666666666667
155553,0671477560,1.1666666666666667
115807,0451201442,1.1666666666666667
264870,1578560853,1.1666666666666667
68761,037361361X,1.1666666666666667
138821,0553571869,1.1666666666666667
55191,0345371070,1.1666666666666667
209913,0812587944,1.1666666666666667
292815,3423026294,1.1666666666666667
164133,0679410341,1.1666666666666667
320515,8466301062,1.1666666666666667
82006,0385334540,1.1666666666666667
133368,055322509X,1.1666666666666667
202488,0804112967,1.1666666666666667
195931,0786012641,1.1666666666666667
118058,0451524632,1.1666666666666667
115617,0451197674,1.1666666666666667
11506,006104363X,1.1666666666666667
256846,1563521652,1.1666666666666667
118262,0451528018,1.1666666666666667
69833,037370822X,1.1666666666666667
146218,0590460544,1.1666666666666667
132397,0553158015,1.1666666666666667
73087,0375411143,1.1666666666666667
168969,0684834553,1.1666666666666667
132217,0553154214,1.1666666666666667
132680,0553202898,1.1666666666666667
109416,0448095432,1.1666666666666667
132890,0553210203,1.1666666666666667
135851,0553282794,1.1666666666666667
